165,75,2
179,79,1
184,53,0
153,84,2
152,71,2
142,72,2
188,89,2
183,66,1
168,51,0
153,48,1
152,55,1
173,50,0
154,81,2
164,60,1
167,48,0
178,59,1
163,73,2
164,71,2
162,67,2
176,64,1
176,60,1
140,80,2
175,45,0
166,74,2
159,91,2
174,57,1
170,72,2
164,81,2
156,88,2
187,46,0
158,89,2
174,59,1
170,52,0
175,82,2
180,95,2
172,49,0
147,74,2
178,84,2
145,66,2
176,54,0
175,93,2
168,88,2
156,78,2
178,73,1
144,85,2
183,61,0
159,67,2
172,49,0
159,47,1
161,90,2
150,60,2
166,64,1
153,72,2
153,67,2
166,83,2
145,59,2
163,46,0
180,73,1
161,53,1
167,68,1
151,73,2
154,64,2
175,51,0
184,94,2
171,59,1
146,73,2
167,73,2
140,83,2
159,57,1
186,95,2
163,77,2
164,54,1
150,89,2
181,89,2
164,49,0
176,64,1
154,55,1
186,80,1
172,80,2
170,54,1
141,89,2
155,87,2
150,64,2
167,89,2
141,75,2
173,79,2
169,47,0
160,89,2
185,77,1
146,90,2
140,55,2
147,79,2
160,70,2
159,53,1
165,66,1
165,74,2
187,82,1
160,64,2
161,88,2
143,84,2
151,52,1
151,73,2
144,78,2
181,88,2
159,52,1
143,60,2
188,86,1
167,58,1
156,86,2
183,86,2
159,79,2
183,86,2
180,71,1
142,81,2
153,85,2
174,72,1
172,74,2
155,70,2
176,70,1
148,87,2
143,52,2
165,86,2
184,83,1
173,55,0
186,52,0
143,45,1
156,62,2
166,83,2
143,94,2
186,69,1
160,60,1
154,47,1
180,72,1
155,90,2
181,70,1
163,72,2
181,83,2
177,46,0
161,71,2
141,45,1
172,51,0
164,58,1
156,70,2
140,86,2
187,87,1
141,82,2
182,49,0
152,74,2
152,92,2
181,49,0
184,81,1
188,70,1
155,55,1
150,57,2
160,45,0
185,46,0
161,59,1
187,48,0
177,46,0
140,78,2
147,87,2
159,69,2
149,53,1
171,71,1
156,81,2
155,91,2
167,89,2
165,53,1
142,59,2
184,88,2
154,66,2
156,59,1
184,52,0
158,93,2
185,59,0
188,92,2
162,76,2
172,45,0
150,68,2
153,75,2
181,59,0
140,61,2
160,61,1
148,85,2
150,86,2
182,60,0
188,61,0
171,84,2
157,83,2
167,70,2
175,73,1
152,68,2
170,52,0
177,65,1
182,60,0
176,86,2
153,61,2
159,95,2
179,83,2
150,94,2
148,95,2
173,63,1
146,67,2
141,93,2
185,59,0
157,66,2
154,48,1
141,66,2
158,53,1
161,84,2
159,88,2
170,70,1
187,80,1
166,77,2
155,94,2
179,74,1
183,73,1
184,48,0
143,79,2
153,79,2
170,91,2
170,48,0
155,46,1
150,62,2
143,52,2
162,46,0
165,51,1
143,77,2
165,83,2
152,75,2
171,73,2
151,54,1
184,47,0
142,60,2
180,73,1
157,64,2
164,91,2
184,68,1
147,55,2
155,93,2
144,56,2
165,65,1
154,55,1
167,75,2
179,93,2
141,54,2
171,77,2
180,89,2
141,76,2
152,71,2
183,57,0
180,52,0
188,66,1
160,73,2
176,51,0
188,67,1
183,81,1
156,92,2
180,62,1
155,89,2
152,76,2
165,59,1
177,70,1
153,89,2
178,53,0
160,95,2
145,71,2
147,76,2
186,85,1
141,92,2
165,73,2
174,46,0
141,57,2
165,51,1
152,46,1
144,92,2
162,86,2
159,53,1
172,85,2
150,91,2
158,56,1
175,58,1
159,63,2
188,56,0
168,45,0
187,57,0
145,52,1
145,47,1
183,65,1
168,45,0
148,92,2
179,47,0
144,46,1
157,72,2
155,83,2
187,58,0
143,67,2
160,74,2
180,63,1
157,60,1
157,86,2
174,88,2
184,87,2
175,67,1
159,60,1
184,66,1
162,82,2
159,73,2
159,82,2
151,50,1
188,77,1
185,56,0
152,62,2
144,59,2
166,78,2
145,70,2
157,90,2
171,74,2
154,91,2
153,84,2
160,87,2
178,80,2
178,64,1
145,89,2
186,63,0
187,51,0
140,73,2
181,79,1
188,91,2
146,91,2
175,86,2
161,67,2
158,70,2
140,63,2
154,72,2
165,68,2
144,68,2
157,57,1
158,84,2
166,81,2
183,59,0
183,55,0
150,53,1
152,75,2
159,87,2
155,75,2
140,55,2
173,49,0
149,81,2
168,47,0
157,89,2
176,87,2
167,81,2
144,75,2
155,56,1
168,81,2
160,72,2
159,87,2
152,66,2
174,75,1
147,49,1
152,87,2
163,88,2
144,92,2
167,78,2
170,54,1
178,53,0
174,76,2
188,69,1
186,47,0
167,76,2
186,92,2
152,67,2
177,69,1
150,59,2
185,45,0
188,91,2
154,71,2
140,45,1
161,80,2
173,51,0
151,76,2
156,46,1
146,58,2
169,64,1
181,47,0
185,93,2
182,94,2
151,84,2
141,52,2
162,73,2
175,92,2
141,76,2
152,85,2
170,89,2
151,54,1
141,82,2
173,47,0
153,46,1
147,60,2
173,54,0
182,69,1
143,84,2
175,80,2
181,65,1
167,49,0
144,94,2
178,61,1
174,67,1
153,86,2
150,84,2
172,82,2
183,69,1
175,47,0
144,61,2
169,51,0
149,58,2
163,87,2
184,78,1
163,90,2
162,92,2
151,60,2
146,83,2
152,72,2
168,59,1
167,79,2
169,68,1
169,49,0
178,85,2
160,54,1
155,50,1
146,69,2
164,92,2
143,54,2
171,58,1
167,78,2
177,69,1
156,79,2
157,63,2
143,51,2
184,57,0
146,58,2
178,92,2
153,53,1
150,64,2
147,61,2
149,68,2
164,72,2
167,66,1
174,75,1
174,57,1
181,88,2
175,87,2
158,85,2
158,74,2
173,77,2
141,86,2
163,73,2
147,58,2
180,85,2
162,69,2
146,68,2
188,52,0
169,79,2
184,73,1
175,81,2
172,65,1
183,79,1
153,55,1
173,78,2
152,87,2
160,77,2
163,69,2
169,49,0
163,51,1
165,86,2
158,77,2
186,61,0
182,51,0
167,82,2
153,51,1
149,46,1
160,84,2
152,46,1
164,93,2
188,85,1
166,83,2
156,89,2
142,93,2
170,81,2
171,65,1
177,70,1
148,92,2
168,92,2
182,94,2
140,45,1
181,83,2
175,52,0
170,87,2
166,91,2
145,82,2
179,53,0
168,77,2
157,60,1
163,88,2
179,81,2
184,60,0
179,82,2
173,91,2
177,81,2
177,80,2
144,52,2
178,75,1
160,68,2
141,54,2
176,52,0
178,69,1
184,59,0
150,83,2
179,62,1
172,87,2
170,85,2
150,65,2
185,52,0
140,86,2
160,77,2
143,77,2
142,85,2
155,61,2
153,64,2
158,76,2
160,84,2
147,49,1
164,84,2
159,48,1
188,84,1
179,80,2
171,52,0
159,88,2
182,92,2
177,81,2
158,89,2
144,53,2
159,64,2
179,55,0
165,95,2
176,90,2
152,95,2
174,90,2
146,75,2
142,63,2
144,76,2
141,45,1
176,76,1
183,90,2
176,55,0
174,89,2
179,75,1
149,86,2
157,47,1
142,79,2
171,47,0
157,77,2
180,64,1
179,59,0
151,58,2
153,94,2
153,83,2
146,51,1
144,82,2
183,64,1
157,78,2
180,82,2
150,58,2
158,81,2
160,45,0
165,64,1
188,89,2
143,77,2
165,77,2
178,80,2
152,81,2
151,51,1
157,64,2
175,92,2
147,62,2
184,71,1
185,90,2
145,56,2
144,52,2
170,64,1
158,58,1
149,90,2
160,46,0
168,69,1
188,56,0
168,85,2
172,58,1
152,77,2
148,79,2
167,55,1
168,53,1
176,89,2
157,70,2
162,89,2
188,79,1
188,67,1
168,78,2
167,50,0
142,92,2
174,67,1
158,56,1
155,90,2
174,51,0
152,90,2
149,84,2
178,83,2
174,84,2
158,91,2
148,86,2
148,55,2
184,77,1
188,87,1
176,79,2
146,58,2
144,64,2
164,55,1
186,47,0
169,90,2
184,76,1
169,87,2
166,69,2
180,94,2
182,50,0
149,56,2
166,73,2
182,86,2
144,52,2
152,64,2
155,47,1
154,46,1
152,61,2
183,59,0
142,83,2
171,52,0
182,46,0
179,68,1
148,72,2
156,66,2
163,86,2
151,54,1
145,49,1
182,51,0
140,52,2
159,79,2
170,50,0
142,51,2
144,93,2
171,70,1
150,52,1
171,57,1
161,62,1
143,47,1
168,83,2
140,87,2
157,46,1
141,72,2
149,52,1
180,77,1
174,58,1
176,54,0
166,83,2
188,45,0
141,87,2
180,78,1
177,46,0
183,63,1
171,83,2
152,90,2
174,90,2
155,87,2
176,45,0
148,87,2
171,69,1
186,90,2
151,77,2
142,77,2
184,84,1
181,87,2
143,84,2
187,48,0
167,49,0
168,52,0
170,71,1
187,57,0
181,75,1
175,49,0
164,49,0
175,88,2
143,89,2
172,66,1
156,87,2
165,87,2
179,84,2
181,45,0
168,70,1
167,63,1
174,77,2
172,82,2
169,55,1
152,85,2
149,82,2
186,90,2
153,71,2
159,84,2
151,61,2
172,94,2
145,73,2
181,76,1
182,59,0
153,53,1
185,68,1
171,94,2
143,83,2
185,90,2
182,84,2
144,63,2
168,86,2
140,87,2
142,46,1
154,45,1
160,72,2
176,52,0
141,54,2
152,54,1
157,53,1
143,61,2
188,70,1
175,61,1
159,93,2
165,62,1
174,67,1
186,45,0
163,57,1
146,79,2
165,51,1
160,58,1
187,62,0
187,67,1
172,66,1
158,57,1
187,65,1
179,66,1
157,55,1
161,54,1
156,84,2
169,59,1
176,61,1
165,70,2
140,93,2
158,88,2
169,86,2
155,86,2
141,62,2
180,68,1
162,74,2
184,59,0
181,59,0
159,60,1
151,94,2
179,76,1
168,78,2
158,62,1
155,45,1
153,48,1
167,68,1
177,50,0
165,86,2
144,83,2
163,61,1
159,57,1
144,63,2
186,72,1
182,89,2
179,88,2
171,66,1
165,95,2
143,92,2
172,61,1
141,60,2
149,80,2
154,88,2
143,92,2
179,64,1
167,89,2
171,58,1
186,53,0
180,73,1
153,75,2
144,61,2
145,89,2
171,49,0
155,49,1
164,81,2
174,67,1
142,85,2
152,70,2
164,59,1
142,52,2
156,65,2
154,60,2
157,48,1
